Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
United States,USA,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,2012,33560.98138622
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2012,2.06933726526059
United States,USA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,2013,50649.7747289358
United States,USA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2013,50160.7234896692
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2013,1.75491578501162
United States,USA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,2013,43178.8058173608
United States,USA,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,2013,3190108219025.02
United States,USA,Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,2013,16339399647456.7
United States,USA,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,2013,13039380100731.1
United States,USA,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,2013,33813.8827025141
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,1.46483265562714
United States,USA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,2014,51551.4520611742
United States,USA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2014,51051.9981368844
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,1.84982747081428
United States,USA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,2014,44370.8843571681
United States,USA,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,2014,3353869959121.14
United States,USA,Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,2014,16781096547495.7
United States,USA,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,2014,13336045065629.2
United States,USA,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,2014,34560.4373224131
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,1.62222297740821
United States,USA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,2015,52664.884015906
United States,USA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2015,52236.1193456172
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2015,0.952531532798019
United States,USA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,2015,45646.4543453577
United States,USA,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,2015,3476334838184.51
United States,USA,Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,2015,17408813483374.1
United States,USA,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,2015,13789856104369.7
United States,USA,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,2015,35610.4675074325
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015,0.118627135552435
United States,USA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,2016,53196.9462515675
United States,USA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2016,52746.4728559824
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2016,1.04924737000228
United States,USA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,2016,45709.3439677034
United States,USA,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,2016,3540253584160.97
United States,USA,Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,2016,17732687624696.2
United States,USA,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,2016,14147106861836.6
United States,USA,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,2016,36331.8618415684
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016,1.26158320570537
United States,USA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,2017,54233.0044655952
United States,USA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2017,53636.4753834132
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2017,1.88006787244998
United States,USA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,2017,46384.3895148817
United States,USA,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,2017,3665522282681.56
United States,USA,Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,2017,18173216378574.5
United States,USA,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,2017,14468632734883.3
United States,USA,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,2017,37052.2472733516
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017,2.13011000365963
United States,USA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,2018,55502.3551842248
United States,USA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2018,54953.6151523978
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2018,2.40098111411591
United States,USA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,2018,47287.0617203369
United States,USA,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,2018,3841399595171.99
United States,USA,Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,2018,18749673901578.2
United States,USA,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,2018,14831763046167.2
United States,USA,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,2018,37856.1698176068
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,2.44258329692818
United States,USA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,2019,56376.8196968673
United States,USA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2019,55886.1842105832
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2019,1.78515153743628
United States,USA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,2019,48191.1222016221
United States,USA,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,2019,3928450098881.06
United States,USA,Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,2019,19175573119985.9
United States,USA,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,2019,15173958208052.4
United States,USA,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,2019,38593.916413155
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,1.81221007526015
United States,USA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2020,53748.9714326683
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2020,1.21128798695187
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,1.23358439630637
